ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IC_SAMPLE_1	SC_SAMPLE_1	IC_SAMPLE_2	SC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
2393	"ENSMUSG00000037336"	"Mfsd2b"	chr12	-	4869534	4870623	4869534	4869672	4870498	4870623	2393	26,13,34	0,2,0	24,37,33	0,3,3	926	100	0.0107238209739	0.23147266404	1.0,0.412,1.0	1.0,0.571,0.543	0.099
767	"ENSMUSG00000035969"	"Rusc2"	chr4	+	43426227	43427088	43426227	43426365	43426447	43427088	767	131,135,122	140,129,121	117,106,85	140,139,155	182	100	0.0112362776108	0.238042621977	0.34,0.365,0.356	0.315,0.295,0.232	0.073
851	"ENSMUSG00000003199"	"Mpnd"	chr17	+	56012270	56012492	56012270	56012343	56012415	56012492	851	78,95,74	316,301,280	63,69,47	313,273,331	172	100	0.0111934276946	0.238042621977	0.125,0.155,0.133	0.105,0.128,0.076	0.035
1327	"ENSMUSG00000050875"	"A730017C20Rik"	chr18	+	59065834	59066989	59065834	59065885	59066816	59066989	1327	26,39,25	3,2,1	26,13,15	0,2,0	1031	100	0.0116394270439	0.239919000689	0.457,0.654,0.708	1.0,0.387,1.0	-0.189
1776	"ENSMUSG00000042185"	"Nfrkb"	chr9	+	31402234	31403074	31402234	31402278	31403013	31403074	1776	52,61,69	44,33,46	64,45,68	20,28,20	835	100	0.01152795948	0.239919000689	0.124,0.181,0.152	0.277,0.161,0.289	-0.09
2269	"ENSMUSG00000029385"	"Ccng2"	chr5	+	93270793	93271279	93270793	93271044	93271200	93271279	2269	36,54,42	160,143,156	57,43,80	139,132,150	256	100	0.0116071666002	0.239919000689	0.081,0.129,0.095	0.138,0.113,0.172	-0.039
1295	"ENSMUSG00000026791"	"Slc2a8"	chr2	-	32981360	32981883	32981360	32981567	32981720	32981883	1295	39,40,43	33,26,30	45,37,43	39,51,66	253	100	0.0119351935149	0.24159719057	0.318,0.378,0.362	0.313,0.223,0.205	0.106
1891	"ENSMUSG00000051007"	"Pddc1"	chr7	-	141409845	141410885	141409845	141409940	141410777	141410885	1891	242,190,173	147,133,121	138,142,149	135,135,120	937	100	0.0123449434564	0.24159719057	0.149,0.132,0.132	0.098,0.101,0.117	0.032
2060	"ENSMUSG00000024130"	"Abca3"	chr17	+	24366085	24366933	24366085	24366213	24366767	24366933	2060	11,17,25	66,65,81	7,15,5	75,72,55	654	100	0.0123544017905	0.24159719057	0.025,0.038,0.045	0.014,0.031,0.014	0.016
2103	"ENSMUSG00000044894"	"Uqcrq"	chr11	-	53430535	53430827	53430535	53430702	53430787	53430827	2103	1891,1863,1957	29,47,31	2292,2248,2268	55,60,68	185	100	0.0120705612851	0.24159719057	0.972,0.955,0.972	0.957,0.953,0.947	0.014
2265	"ENSMUSG00000025375"	"Aatk"	chr11	-	120007312	120009475	120007312	120008444	120009274	120009475	2265	3954,3881,3902	475,443,416	3051,3081,3093	455,436,427	930	100	0.0121515560872	0.24159719057	0.472,0.485,0.502	0.419,0.432,0.438	0.057
801	"ENSMUSG00000033961"	"Zfp446"	chr7	+	12981845	12983396	12981845	12981927	12982118	12983396	801	42,57,56	25,19,26	34,48,28	26,40,23	291	100	0.0121393641026	0.24159719057	0.366,0.508,0.425	0.31,0.292,0.295	0.134
177	"ENSMUSG00000027247"	"Arhgap1"	chr2	+	91651497	91651823	91651497	91651654	91651763	91651823	177	7,8,13	3,7,2	4,17,14	1,2,1	209	100	0.0126703713661	0.241672559721	0.528,0.354,0.757	0.657,0.803,0.87	-0.23
686	"ENSMUSG00000020486"	"Sept4"	chr11	+	87588717	87589085	87588717	87588852	87588967	87589085	686	52,44,56	293,287,305	25,29,32	267,256,225	215	100	0.0126751342511	0.241672559721	0.076,0.067,0.079	0.042,0.05,0.062	0.023
894	"ENSMUSG00000071724"	"Gm10345"	chr15	+	76295894	76296141	76295894	76295984	76296077	76296141	894	1,0,1	1,8,6	1,2,3	2,4,6	193	100	0.0125057847927	0.241672559721	0.341,0.0,0.079	0.206,0.206,0.206	-0.066
381	"ENSMUSG00000028600"	"Podn"	chr4	-	108022480	108023412	108022480	108022637	108023302	108023412	381	0,1,2	3,0,0	1,4,4	0,0,0	765	100	0.0131721154875	0.249072729218	0.0,1.0,1.0	1.0,1.0,1.0	-0.333
1489	"ENSMUSG00000041119"	"Pde9a"	chr17	+	31459900	31460261	31459900	31460005	31460178	31460261	1489	4,13,9	10,18,15	10,12,8	6,9,4	273	100	0.0133463127054	0.250298061229	0.128,0.209,0.18	0.379,0.328,0.423	-0.204
2409	"ENSMUSG00000035713"	"Usp35"	chr7	-	97311352	97312625	97311352	97311874	97312251	97312625	2409	138,147,151	6,4,5	104,126,118	3,13,14	477	100	0.0138658432517	0.257927230568	0.828,0.885,0.864	0.879,0.67,0.639	0.13
1185	"ENSMUSG00000027829"	"Ccnl1"	chr3	-	65947896	65948403	65947896	65948008	65948261	65948403	1185	22,33,24	148,156,165	38,31,34	120,129,144	353	100	0.0148714938143	0.259697024367	0.04,0.057,0.04	0.082,0.064,0.063	-0.024
1279	"ENSMUSG00000042726"	"Trafd1"	chr5	-	121375015	121375872	121375015	121375246	121375795	121375872	1279	197,186,225	166,193,172	190,249,191	115,147,149	649	100	0.0149733791346	0.259697024367	0.155,0.129,0.168	0.203,0.207,0.165	-0.041
2017	"ENSMUSG00000005687"	"Bcas2"	chr3	+	103174339	103177419	103174339	103174501	103177338	103177419	2017	568,601,544	4,2,3	395,515,462	0,0,3	2937	100	0.01462991792	0.259697024367	0.829,0.911,0.861	1.0,1.0,0.84	-0.08
2195	"ENSMUSG00000029165"	"Agbl5"	chr5	+	30893900	30894510	30893900	30894070	30894374	30894510	2195	43,36,38	29,49,35	21,35,29	43,44,50	404	100	0.0147559998154	0.259697024367	0.268,0.154,0.212	0.108,0.165,0.126	0.078
2337	"ENSMUSG00000029055"	"Plch2"	chr4	-	154983366	154985392	154983366	154984965	154985365	154985392	2337	68,78,54	15,13,12	100,49,86	4,9,6	500	100	0.0150568715069	0.259697024367	0.476,0.545,0.474	0.833,0.521,0.741	-0.2
256	"ENSMUSG00000025499"	"Hras1"	chr7	-	141191341	141192290	141191341	141191467	141192130	141192290	256	52,51,52	349,364,342	37,34,38	355,388,341	763	100	0.0148158142926	0.259697024367	0.019,0.018,0.02	0.013,0.011,0.014	0.006
286	"ENSMUSG00000026553"	"Copa"	chr1	+	172091163	172092354	172091163	172091240	172092244	172092354	286	108,86,91	219,248,255	64,63,50	203,213,207	1104	100	0.015008982833	0.259697024367	0.043,0.03,0.031	0.028,0.026,0.021	0.01
404	"ENSMUSG00000028898"	"Trnau1ap"	chr4	-	132325207	132326045	132325207	132325260	132325945	132326045	404	79,57,85	65,96,69	95,105,82	72,62,67	785	100	0.0147951055682	0.259697024367	0.134,0.07,0.136	0.144,0.177,0.135	-0.039
604	"ENSMUSG00000020781"	"Tsen54"	chr11	+	115814914	115815238	115814914	115815079	115815174	115815238	604	14,15,12	33,35,43	9,7,4	26,39,46	195	100	0.0150960245808	0.259697024367	0.179,0.18,0.125	0.151,0.084,0.043	0.069
73	"ENSMUSG00000022106"	"Rcbtb2"	chr14	+	73154314	73154894	73154314	73154408	73154830	73154894	73	7,8,16	102,122,95	15,13,17	101,72,74	522	100	0.0144811838452	0.259697024367	0.013,0.012,0.031	0.028,0.033,0.042	-0.016
1912	"ENSMUSG00000024220"	"Zfp523"	chr17	+	28201260	28202348	28201260	28201440	28202114	28202348	1912	630,606,588	75,74,94	502,548,452	112,78,91	774	100	0.0160339760297	0.26392616659	0.52,0.514,0.447	0.367,0.476,0.391	0.082
213	"ENSMUSG00000040370"	"Lyrm5"	chr6	+	145214521	145215271	145214521	145214784	145215183	145215271	213	77,80,87	0,0,0	74,62,72	1,2,2	499	100	0.0156098916796	0.26392616659	1.0,1.0,1.0	0.937,0.861,0.878	0.108
437	"ENSMUSG00000001632"	"Brpf1"	chr6	+	113321728	113322086	113321728	113321865	113321967	113322086	437	35,32,35	40,45,56	42,47,34	37,33,34	202	100	0.0157934051212	0.26392616659	0.302,0.26,0.236	0.36,0.414,0.331	-0.102
528	"ENSMUSG00000040029"	"Ipo8"	chr6	-	148770682	148775093	148770682	148772809	148774976	148775093	528	117,103,94	52,55,51	87,82,85	65,77,47	2267	100	0.0156550591715	0.26392616659	0.09,0.076,0.075	0.056,0.045,0.074	0.022
545	"ENSMUSG00000070034"	"Sp110"	chr1	-	85579056	85579745	85579056	85579199	85579643	85579745	545	22,18,14	7,9,10	14,28,29	5,3,3	544	100	0.0158826955147	0.26392616659	0.366,0.269,0.205	0.34,0.632,0.64	-0.257
936	"ENSMUSG00000068329"	"Htra2"	chr6	-	83052697	83053070	83052697	83052803	83053037	83053070	936	76,82,97	74,64,69	93,73,106	58,33,60	334	100	0.0159804138736	0.26392616659	0.235,0.277,0.296	0.324,0.398,0.346	-0.087
1532	"ENSMUSG00000019518"	"Ap4m1"	chr5	+	138172348	138172893	138172348	138172479	138172786	138172893	1532	23,37,27	0,2,3	54,39,44	0,0,0	407	100	0.0162922292575	0.266261575294	1.0,0.82,0.689	1.0,1.0,1.0	-0.164
912	"ENSMUSG00000030929"	"Eri2"	chr7	-	119790233	119791228	119790233	119790390	119791100	119791228	912	19,10,6	15,11,12	12,13,19	5,5,10	810	100	0.0165933875207	0.269260075513	0.135,0.101,0.058	0.229,0.243,0.19	-0.123
2386	"ENSMUSG00000040663"	"Clcf1"	chr19	+	4220177	4223490	4220177	4220344	4222073	4223490	2386	107,132,146	11,8,15	120,119,97	6,0,4	1829	100	0.0167163116674	0.269344514754	0.347,0.474,0.347	0.522,1.0,0.57	-0.308
106	"ENSMUSG00000017405"	"Nek8"	chr11	-	78170612	78171298	78170612	78170794	78170872	78171298	106	15,10,13	29,14,27	5,4,13	25,26,33	178	100	0.0170723241047	0.271260260775	0.225,0.286,0.213	0.101,0.08,0.181	0.121
2456	"ENSMUSG00000005566"	"Trim28"	chr7	+	13029087	13029252	13029087	13029124	13029206	13029252	2456	106,107,100	263,247,266	70,80,69	281,223,237	182	100	0.016960493038	0.271260260775	0.181,0.192,0.171	0.12,0.165,0.138	0.04
1019	"ENSMUSG00000042548"	"Asxl1"	chr2	+	153393348	153393787	153393348	153393501	153393623	153393787	1019	2,5,6	49,47,48	1,2,2	56,54,52	222	100	0.0172714721516	0.271264695758	0.018,0.046,0.053	0.008,0.016,0.017	0.025
2277	"ENSMUSG00000006763"	"Saal1"	chr7	-	46699635	46701961	46699635	46699718	46701780	46701961	2277	118,119,127	42,35,38	129,152,131	20,32,33	2162	100	0.0173118333886	0.271264695758	0.115,0.136,0.134	0.23,0.18,0.155	-0.06
2525	"ENSMUSG00000019779"	"Frk"	chr10	+	34483399	34484369	34483399	34483588	34483744	34484369	2525	21,16,14	3,5,2	18,13,11	6,8,9	256	100	0.0174282824635	0.271264695758	0.732,0.556,0.732	0.54,0.388,0.323	0.256
1618	"ENSMUSG00000003166"	"Dgcr2"	chr16	-	17858359	17859526	17858359	17858579	17859403	17859526	1618	26,40,53	121,103,120	41,15,37	141,124,142	924	100	0.0178272581512	0.273750111745	0.023,0.04,0.046	0.031,0.013,0.027	0.013
509	"ENSMUSG00000068917"	"Clk2"	chr3	+	89169614	89170115	89169614	89169702	89170048	89170115	509	305,342,298	77,94,99	246,253,292	105,100,99	446	100	0.0177251104862	0.273750111745	0.47,0.449,0.403	0.344,0.362,0.398	0.073
2578	"ENSMUSG00000006301"	"Tmbim1"	chr1	-	74291430	74291734	74291430	74291468	74291694	74291734	2578	132,111,110	558,614,581	84,87,86	562,571,563	326	100	0.0181403919605	0.276701445371	0.068,0.053,0.055	0.044,0.045,0.045	0.014
2392	"ENSMUSG00000048794"	"Ccdc37"	chr6	-	90409341	90409650	90409341	90409493	90409601	90409650	2392	24,28,23	11,5,4	11,15,12	8,13,5	208	100	0.0183702841787	0.278352385436	0.512,0.729,0.734	0.398,0.357,0.536	0.228
2108	"ENSMUSG00000000561"	"Wdr77"	chr3	+	105965764	105966425	105965764	105965856	105966356	105966425	2108	195,184,224	6,11,10	167,140,140	1,2,6	600	100	0.0186226735767	0.278488085905	0.844,0.736,0.789	0.965,0.921,0.795	-0.104
544	"ENSMUSG00000029482"	"Aacs"	chr5	+	125511639	125511968	125511639	125511704	125511845	125511968	544	10,10,11	48,48,44	3,9,3	66,39,37	241	100	0.0185453705365	0.278488085905	0.08,0.08,0.094	0.019,0.087,0.033	0.038
2539	"ENSMUSG00000040506"	"Ambra1"	chr2	+	91772290	91773747	91772290	91772437	91772710	91773747	2539	146,178,154	40,30,33	102,113,118	34,43,34	373	100	0.0189969574059	0.280419603514	0.495,0.614,0.556	0.446,0.413,0.482	0.108
2690	"ENSMUSG00000025578"	"Cbx8"	chr11	-	119039931	119040159	119039931	119039998	119040093	119040159	2690	2,6,5	31,24,38	9,8,9	24,24,35	195	100	0.0189167125654	0.280419603514	0.032,0.114,0.063	0.161,0.146,0.117	-0.072
1303	"ENSMUSG00000017760"	"Ctsa"	chr2	+	164834697	164834924	164834697	164834748	164834837	164834924	1303	74,65,67	339,368,365	76,79,94	331,326,294	189	100	0.0191493128263	0.280856588119	0.104,0.085,0.089	0.108,0.114,0.145	-0.03
2329	"ENSMUSG00000022763"	"Aifm3"	chr16	+	17500288	17500534	17500288	17500398	17500489	17500534	2329	36,30,35	144,147,156	40,38,44	103,128,131	191	100	0.0194017239192	0.282746142211	0.116,0.097,0.105	0.169,0.135,0.15	-0.045
279	"ENSMUSG00000024830"	"Rps6kb2"	chr19	-	4158609	4158919	4158609	4158717	4158828	4158919	279	114,109,132	10,19,16	112,103,136	31,19,25	211	100	0.0197488101064	0.285982769136	0.844,0.731,0.796	0.631,0.72,0.721	0.1
1309	"ENSMUSG00000000901"	"Mmp11"	chr10	-	75923221	75924115	75923221	75923490	75923958	75924115	1309	332,339,381	5,6,2	243,221,248	5,7,8	568	100	0.0203802254484	0.291591403847	0.921,0.909,0.971	0.895,0.848,0.845	0.071
744	"ENSMUSG00000032295"	"Man2c1"	chr9	+	57139499	57139964	57139499	57139708	57139869	57139964	744	87,95,79	115,115,126	70,72,78	143,138,136	261	100	0.020391007262	0.291591403847	0.225,0.24,0.194	0.158,0.167,0.18	0.051
1750	"ENSMUSG00000030166"	"Rad52"	chr6	+	119918586	119919077	119918586	119918786	119918925	119919077	1750	88,76,74	5,9,3	47,71,85	11,13,7	239	100	0.0211292809232	0.300272017095	0.88,0.779,0.912	0.641,0.696,0.836	0.133
1231	"ENSMUSG00000020863"	"Luc7l3"	chr11	-	94291138	94293278	94291138	94293032	94293137	94293278	1231	388,398,397	89,111,102	370,323,306	62,68,59	205	100	0.0214708662915	0.303242852315	0.68,0.636,0.655	0.744,0.699,0.717	-0.063
393	"ENSMUSG00000037791"	"Phf12"	chr11	+	78024812	78025086	78024812	78024929	78025023	78025086	393	152,143,146	2,0,3	146,133,159	2,5,6	194	100	0.0216466164774	0.303849438652	0.975,1.0,0.962	0.974,0.932,0.932	0.033
1930	"ENSMUSG00000030530"	"Furin"	chr7	-	80397121	80397993	80397121	80397250	80397897	80397993	1930	43,59,41	208,201,180	37,49,29	236,236,211	747	100	0.0219702520529	0.306511809128	0.027,0.038,0.03	0.021,0.027,0.018	0.01
1753	"ENSMUSG00000028555"	"Ttc39a"	chr4	+	109422445	109422942	109422445	109422522	109422874	109422942	1753	1,5,6	22,26,23	9,4,8	14,17,20	452	100	0.0221801381298	0.307564582067	0.01,0.041,0.055	0.125,0.049,0.081	-0.05
1343	"ENSMUSG00000029703"	"Lrwd1"	chr5	-	136132305	136133079	136132305	136132428	136132974	136133079	1343	19,22,21	49,42,58	26,34,27	45,40,42	646	100	0.0224574832276	0.307680967813	0.057,0.075,0.053	0.082,0.116,0.091	-0.035
1542	"ENSMUSG00000020372"	"Gnb2l1"	chr11	+	48801662	48802420	48801662	48801834	48802272	48802420	1542	458,431,419	1593,1543,1478	416,351,395	1695,1733,1649	538	100	0.0224377012965	0.307680967813	0.051,0.049,0.05	0.044,0.036,0.043	0.009
2368	"ENSMUSG00000020048"	"Hsp90b1"	chr10	-	86691628	86692295	86691628	86691748	86692139	86692295	2368	149,172,196	2695,2692,2670	157,135,187	1930,1944,1954	491	100	0.0229601761684	0.312695732579	0.011,0.013,0.015	0.016,0.014,0.019	-0.003
409	"ENSMUSG00000031634"	"Ufsp2"	chr8	+	45980314	45980639	45980314	45980492	45980572	45980639	409	30,24,30	120,113,130	13,17,13	108,96,93	180	100	0.0231222667641	0.313039919268	0.122,0.106,0.114	0.063,0.09,0.072	0.039
1852	"ENSMUSG00000017754"	"Pltp"	chr2	-	164852472	164852680	164852472	164852536	164852616	164852680	1852	3,3,3	198,209,173	8,6,7	167,172,169	180	100	0.0235012651114	0.314336122687	0.008,0.008,0.01	0.026,0.019,0.022	-0.014
2093	"ENSMUSG00000039176"	"Polg"	chr7	-	79451859	79452229	79451859	79452028	79452106	79452229	2093	91,69,95	111,105,116	64,59,62	114,121,102	178	100	0.0234215467292	0.314336122687	0.315,0.27,0.315	0.24,0.215,0.255	0.063
990	"ENSMUSG00000036459"	"Wtip"	chr7	-	34118936	34119206	34118936	34118999	34119138	34119206	990	57,73,50	72,77,68	54,50,46	85,84,94	239	100	0.0236301630691	0.314336122687	0.249,0.284,0.235	0.21,0.199,0.17	0.063
2336	"ENSMUSG00000029055"	"Plch2"	chr4	-	154985365	154987016	154985365	154985392	154986214	154987016	2336	159,160,146	8,4,4	147,137,140	1,2,3	922	100	0.0237804028159	0.314506136663	0.683,0.813,0.798	0.941,0.881,0.835	-0.121
1358	"ENSMUSG00000002984"	"Tomm40"	chr7	-	19703065	19703391	19703065	19703142	19703268	19703391	1358	26,31,44	193,197,204	19,28,20	211,196,189	226	100	0.0240660182802	0.31645430934	0.056,0.065,0.087	0.038,0.059,0.045	0.022
1546	"ENSMUSG00000029068"	"Ccnl2"	chr4	+	155818538	155820428	155818538	155818664	155820328	155820428	1546	3200,3237,3295	2,5,2	3277,3258,3281	7,7,6	1764	100	0.0244903201137	0.318374161478	0.989,0.973,0.989	0.964,0.963,0.969	0.018
2667	"ENSMUSG00000000787"	"Ddx3x"	chrX	+	13288278	13288671	13288278	13288364	13288572	13288671	2667	62,80,82	747,772,735	44,40,53	632,614,632	308	100	0.0244759934379	0.318374161478	0.026,0.033,0.035	0.022,0.021,0.027	0.008
1599	"ENSMUSG00000039637"	"Coro7"	chr16	-	4634588	4634907	4634588	4634681	4634761	4634907	1599	50,21,42	60,47,48	18,24,26	57,49,50	180	100	0.0247959815149	0.32052658591	0.316,0.199,0.327	0.149,0.214,0.224	0.085
1362	"ENSMUSG00000030263"	"Lrmp"	chr6	+	145147635	145147844	145147635	145147682	145147779	145147844	1362	1,0,2	7,5,1	4,4,4	2,12,8	197	100	0.0254565772707	0.321083076062	0.068,0.0,0.504	0.504,0.145,0.202	-0.093
1971	"ENSMUSG00000073434"	"Wdr90"	chr17	-	25850417	25850938	25850417	25850515	25850746	25850938	1971	6,15,8	24,14,22	9,5,1	25,23,21	331	100	0.0255406992322	0.321083076062	0.07,0.245,0.099	0.098,0.062,0.014	0.08
2308	"ENSMUSG00000028952"	"Zbtb48"	chr4	-	152021288	152021628	152021288	152021443	152021541	152021628	2308	9,2,5	24,18,26	10,11,14	20,27,26	198	100	0.0250051273719	0.321083076062	0.159,0.053,0.089	0.202,0.171,0.214	-0.095
251	"ENSMUSG00000028047"	"Thbs3"	chr3	+	89223002	89223523	89223002	89223162	89223404	89223523	251	16,16,25	2,3,1	11,9,4	6,2,1	342	100	0.0254044458648	0.321083076062	0.701,0.609,0.88	0.349,0.568,0.539	0.245
895	"ENSMUSG00000016940"	"Kctd2"	chr11	+	115429279	115431274	115429279	115429405	115430312	115431274	895	251,243,241	244,226,231	234,269,261	202,186,178	1007	100	0.0251326861801	0.321083076062	0.093,0.096,0.094	0.103,0.126,0.127	-0.024
1680	"ENSMUSG00000004788"	"Eif2b2"	chr12	+	85219821	85220245	85219821	85219942	85220096	85220245	1680	17,13,34	155,139,161	18,11,14	158,189,154	254	100	0.0257704127733	0.32220057063	0.041,0.036,0.077	0.043,0.022,0.035	0.018
2295	"ENSMUSG00000026955"	"2010317E24Rik"	chr2	+	25375967	25376274	25375967	25376075	25376163	25376274	2295	0,2,1	12,16,12	1,4,3	11,12,8	188	100	0.0264021949856	0.328305555038	0.0,0.062,0.042	0.046,0.151,0.166	-0.086
2032	"ENSMUSG00000018126"	"Baiap2l2"	chr15	-	79261401	79261965	79261401	79261540	79261812	79261965	2032	5,19,10	5,2,2	9,11,5	13,7,6	372	100	0.0267023025038	0.330242530425	0.212,0.719,0.573	0.157,0.297,0.183	0.289
973	"ENSMUSG00000038056"	"Mll3"	chr5	-	25275899	25276256	25275899	25275973	25276139	25276256	973	6,5,7	78,84,92	2,3,2	95,80,75	266	100	0.0273147692203	0.33548317134	0.028,0.022,0.028	0.008,0.014,0.01	0.015
97	"ENSMUSG00000017210"	"Med24"	chr11	-	98705118	98705602	98705118	98705267	98705521	98705602	97	26,48,42	164,155,154	48,48,47	137,132,139	354	100	0.0274192976576	0.33548317134	0.043,0.08,0.072	0.09,0.093,0.087	-0.025
2451	"ENSMUSG00000030468"	"Siglecg"	chr7	+	43409242	43411461	43409242	43411206	43411413	43411461	2451	5,10,8	4,1,2	1,4,1	2,1,4	307	100	0.0275943703631	0.335829358462	0.289,0.765,0.566	0.14,0.566,0.075	0.28
2038	"ENSMUSG00000024114"	"Prss41"	chr17	-	23843441	23843871	23843441	23843610	23843838	23843871	2038	15,14,19	1,2,1	12,9,9	2,1,6	328	100	0.0279975581682	0.337149542573	0.821,0.681,0.853	0.647,0.733,0.314	0.22
659	"ENSMUSG00000026269"	"Rnpepl1"	chr1	+	92918017	92919103	92918017	92918126	92918872	92919103	659	125,119,108	121,118,112	103,72,112	124,134,126	846	100	0.0278652429063	0.337149542573	0.109,0.107,0.102	0.089,0.06,0.095	0.025
2348	"ENSMUSG00000048997"	"Atxn7l2"	chr3	-	108206225	108207109	108206225	108206308	108206822	108207109	2348	85,105,71	8,20,18	65,55,75	23,17,23	614	100	0.0284782735731	0.341142879242	0.634,0.461,0.391	0.315,0.345,0.347	0.16
1135	"ENSMUSG00000009640"	"Dmap1"	chr4	-	117675949	117676517	117675949	117676135	117676349	117676517	1135	76,66,69	63,49,63	47,51,54	62,53,67	314	100	0.029216865	0.346440681699	0.278,0.3,0.259	0.194,0.235,0.204	0.068
142	"ENSMUSG00000042831"	"Alkbh6"	chr7	+	30309480	30310054	30309480	30309559	30309985	30310054	142	58,58,61	178,191,190	38,41,45	200,165,182	526	100	0.0293747780811	0.346440681699	0.058,0.055,0.058	0.035,0.045,0.045	0.015
2596	"ENSMUSG00000003031"	"Cdkn1b"	chr6	+	134921955	134925513	134921955	134922083	134924242	134925513	2596	3870,3901,4061	413,453,390	3128,2969,3220	457,386,368	2259	100	0.0292386560617	0.346440681699	0.293,0.276,0.316	0.233,0.254,0.279	0.04
597	"ENSMUSG00000031604"	"Sc4mol"	chr8	-	64722463	64723736	64722463	64722590	64723587	64723736	597	66,84,65	184,172,176	59,68,97	142,132,130	1097	100	0.0300003504428	0.352004111862	0.032,0.043,0.033	0.036,0.045,0.064	-0.012
2009	"ENSMUSG00000027411"	"Vps16"	chr2	+	130437914	130438225	130437914	130438012	130438096	130438225	2009	6,8,10	124,140,100	4,2,5	110,107,123	184	100	0.0304101424383	0.354991866831	0.026,0.03,0.052	0.019,0.01,0.022	0.019
2281	"ENSMUSG00000023707"	"Ogfod2"	chr5	+	124114064	124114645	124114064	124114192	124114478	124114645	2281	165,183,181	11,9,7	169,156,174	18,13,13	386	100	0.030665689454	0.356157855181	0.795,0.84,0.87	0.709,0.757,0.776	0.088
20	"ENSMUSG00000034579"	"Pla2g3"	chr11	+	3491891	3492242	3491891	3492021	3492125	3492242	20	6,11,0	4,5,5	0,4,1	7,6,5	204	100	0.0309628726008	0.357793194498	0.424,0.519,0.0	0.0,0.246,0.089	0.203
1988	"ENSMUSG00000036813"	"Entpd8"	chr2	+	25083219	25083734	25083219	25083379	25083497	25083734	1988	49,42,44	8,8,5	34,35,40	11,13,9	218	100	0.0316356659154	0.363730671429	0.738,0.707,0.801	0.586,0.553,0.671	0.145
2007	"ENSMUSG00000010110"	"Stx5a"	chr19	+	8743079	8743423	8743079	8743135	8743352	8743423	2007	105,124,111	185,184,184	89,61,85	155,163,188	317	100	0.0320131713361	0.366018723091	0.152,0.175,0.16	0.153,0.106,0.125	0.034
2253	"ENSMUSG00000028684"	"Urod"	chr4	-	116991231	116991493	116991231	116991298	116991392	116991493	2253	36,48,31	298,293,304	26,31,29	333,292,338	194	100	0.0323145900631	0.366018723091	0.059,0.078,0.05	0.039,0.052,0.042	0.018
358	"ENSMUSG00000024188"	"Luc7l"	chr17	+	26253973	26255125	26253973	26254044	26255030	26255125	358	773,718,754	17,6,18	638,624,716	32,13,18	1086	100	0.0322349678455	0.366018723091	0.807,0.917,0.794	0.647,0.815,0.786	0.09
1541	"ENSMUSG00000000134"	"Tfe3"	chrX	+	7769429	7770830	7769429	7769547	7770773	7770830	1541	100,91,87	89,97,97	82,60,84	94,101,119	1326	100	0.0329732870069	0.370773155021	0.078,0.066,0.063	0.062,0.043,0.051	0.017
2299	"ENSMUSG00000040482"	"Dom3z"	chr17	+	34838812	34839137	34838812	34838907	34838986	34839137	2299	48,46,57	53,74,55	39,32,37	60,70,64	179	100	0.03305844564	0.370773155021	0.336,0.258,0.367	0.266,0.203,0.244	0.083
1079	"ENSMUSG00000071657"	"Bscl2"	chr19	+	8845170	8846324	8845170	8845314	8846189	8846324	1079	60,72,63	269,243,271	52,50,39	233,264,276	975	100	0.0336287925181	0.374887259206	0.022,0.029,0.023	0.022,0.019,0.014	0.006
