chr	strand	mstarts	mends
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
chr12	+	NA	NA
chr12	-	NA	NA
chr12	-	NA	NA
